#DS_DDI,drug_name,GPI,KDC,route,dosage_form,ddi_strength,strength_units,lastchange
179106,"Panatuss PED",43995803630940,3287301,OR,LIQD,"60-2-25","MG/5ML",20151007
179107,"Panatuss PED Drops",43995803630950,3287301,OR,LIQD,"15-0.5-6.25","MG/ML",20151007
179108,"Head Covers 24\"",97700000000000,0,XX,MISC,,,20140101
179109,"Broncotron PED Drops",43997303100942,2957801,OR,LIQD,"2.5-5-100","MG/ML",20140101
179110,"Glass Bottle 15ml",97700000000000,0,XX,MISC,,,20140101
179111,"Filter 0.2 Micron/47mm",97700000000000,0,XX,MISC,,,20140101
179112,"Plastic Scoop 1ml",97700000000000,0,XX,MISC,,,20140101
179113,"Metered Nasal Spray Pump 15ml",97700000000000,0,XX,MISC,,,20140101
179114,"Glass Serum Bottles 20ml",97700000000000,0,XX,MISC,,,20140101
179115,"Phenylephrine-DM-GG",43997303100976,2957801,OR,LIQD,"10-15-350","MG/5ML",20140101
179116,"Glass Serum Bottles 5ml",97700000000000,0,XX,MISC,,,20140101
179117,"Glass Serum Bottles 2ml",97700000000000,0,XX,MISC,,,20140101
179118,"Syringe Luer Lock",97051010006330,0,XX,MISC,"30 ML",,20170405
179119,"Nitrile Gloves/Size 8.5",97702000000000,0,XX,MISC,,,20140101
179120,"Broncotron PED",43997303100976,2957801,OR,LIQD,"10-15-350","MG/5ML",20140402
179123,"Iron Polysacch Cmplx-B12-FA",82992003400920,3297901,OR,LIQD,"15-0.008-0.4","MG/ML",20140101
179124,"Dextromethorphan-Guaifenesin",43997002520928,1931901,OR,LIQD,"20-400","MG/5ML",20140101
179125,"Gastrace Digestive Support",51209900000100,3298201,OR,CAPS,,,20140101
179126,"Broncotron-S",43997002520928,1931901,OR,LIQD,"20-400","MG/5ML",20140101
179127,"Hematron Drops",82992003400920,3297901,OR,LIQD,"15-0.008-0.4","MG/ML",20140101
179133,"Wings Adult Briefs Medium",97152020006300,0,XX,MISC,,,20140101
179134,"ChemoPlus Soft Waste Bag",97700000000000,0,XX,MISC,,,20140101
179135,"Monoject Med Prep Cannula",97050000006300,0,XX,MISC,,,20140101
179136,"Advocate Redi-Code+ Test",94100030006100,0,VI,STRP,,,20140101
179137,"Therems-M",78310000000300,3295901,OR,TABS,,,20140101
179138,"Therems-H",78310000000300,3295801,OR,TABS,,,20140101
179139,"Antipyrine-Benzocaine",87992002202012,394401,OT,SOLN,"5.5-1.4","%",20140702
179141,"GNP Ultra Lubricant Eye Drops",86209902482020,2620101,OP,SOLN,"0.4-0.3","%",20140101
179144,"ALP High3",80500030006530,2321101,OR,CPDR,"600","MG",20140101
179145,"TN Dickinsons Witch Hazel",90970035004300,2685001,EX,PADS,,,20140101
179146,"Cysteamine Bitartrate",56400030106520,643401,OR,CPDR,"25","MG",20140101
179147,"Cysteamine Bitartrate",56400030106530,643401,OR,CPDR,"75","MG",20140101
179148,"CVS Redness Relief",86409902082020,2422701,OP,SOLN,"0.012-0.2","%",20140101
179155,"Doxycycline Hyclate",04000020100650,47001,OR,TBEC,"200","MG",20160706
179156,"Global Ease Inject Pen Needles",97051050146366,0,XX,MISC,"32G X 4 MM",,20140101
179157,"EQ Tussin DM Cough/Chest",43997002521220,2840601,OR,SYRP,"10-100","MG/5ML",20140101
179158,"GNP Lubricant Eye Drops",86200010102020,24002,OP,SOLN,"0.5","%",20140101
179159,"Cuties Premium Wipes/Sensitive",97550000006300,0,XX,MISC,,,20140101
179160,"Cuties Premium Wipes",97550000006300,0,XX,MISC,,,20140101
179165,"Doryx",04000020100650,47001,OR,TBEC,"200","MG",20160706
179166,"Oat Bran",95450360002900,92701,OR,POWD,,,20140101
179169,"Oat Bran Soluble",95450360002900,92701,OR,POWD,,,20140101
179179,"Cavilon Durable Barrier",90972030003707,1811901,EX,CREA,"1.3","%",20140101
179180,"ForaCare Test N Go Monitor",97202010006200,0,XX,DEVI,,,20140101
179181,"ForaCare Test N Go Test",94100030006100,0,VI,STRP,,,20140101
179182,"Prenat w/oA-FeFum-Methf-Omegas",78512076000130,3298501,OR,CAPS,"27-1.13","MG",20140101
179183,"Ezetimibe-Atorvastatin",39994002200320,3298601,OR,TABS,"10-10","MG",20140101
179184,"Ezetimibe-Atorvastatin",39994002200330,3298601,OR,TABS,"10-20","MG",20140101
179185,"Ezetimibe-Atorvastatin",39994002200340,3298601,OR,TABS,"10-40","MG",20140101
179186,"Ezetimibe-Atorvastatin",39994002200350,3298601,OR,TABS,"10-80","MG",20140101
179191,"Universal pH",94100046006000,0,VI,STRP,,,20140101
179202,"Neevo DHA",78512076000130,3298501,OR,CAPS,"27-1.13","MG",20140101
179204,"Liptruzet",39994002200320,3298601,OR,TABS,"10-10","MG",20140101
179205,"Liptruzet",39994002200330,3298601,OR,TABS,"10-20","MG",20140101
179206,"Liptruzet",39994002200340,3298601,OR,TABS,"10-40","MG",20140101
179207,"Liptruzet",39994002200350,3298601,OR,TABS,"10-80","MG",20140101
179208,"Probiotic Product",47300025003100,3298801,OR,WAFR,,,20140101
179210,"TRUEplus Lancets 26G",97202025006300,0,XX,MISC,,,20140101
179211,"G-PreProtein",80302010000900,3299001,OR,LIQD,,,20140101
179213,"Prostaglandin E2",96485838482900,44501,XX,POWD,,,20140101
179215,"EQ Petroleum Jelly",98600065004050,100101,EX,GEL ,,,20140101
179217,"Balamine DM",43995803121205,1979301,OR,SYRP,"5-2-10","MG/5ML",20140101
179218,"HM Mucus ER",43200010007420,60701,OR,TB12,"600","MG",20140101
179219,"Medlance Plus Extra 21G",97202025006300,0,XX,MISC,,,20140101
179220,"Duet DHA 400EC",78512097006322,3296901,OR,MISC,"25-1 & 400","MG (DR)",20140101
179221,"Medlance Plus Special 0.8mm",97202025006300,0,XX,MISC,,,20140101
179222,"Medlance Plus SuperLite 30G",97202025006300,0,XX,MISC,,,20140101
179223,"Duet DHA 430EC",78512097006323,3296901,OR,MISC,"25-1 & 430","MG (DR)",20140101
179224,"Cold-Milled Organic Flax Seeds",95183603002900,2387601,OR,POWD,,,20140101
179230,"BP 8 Cough",43997303320989,2137201,OR,LIQD,"30-15-175","MG/5ML",20140101
179231,"CVS Spectravite Adult 50+",78310000000300,3299501,OR,TABS,,,20140101
179233,"OB Complete",78512074000520,3296001,OR,CHEW,"15-5-1-100","MG",20140101
179234,"Certainty Maximum",97152020006300,0,XX,PADS,,,20140101
179235,"Certainty Ultimate",97152020006300,0,XX,PADS,,,20140101
179237,"Natal-V RX",78512010000330,3299301,OR,TABS,"29-1","MG",20140101
179238,"SM Nite Time Cold & Flu",43998903350918,2255201,OR,LIQD,"15-6.25-325","MG/15ML",20140101
179241,"Banophen",41200030100110,2247201,OR,CAPS,"50","MG",20140101
179247,"Sodium Cocoyl Glutamate",96787048100900,473128,XX,LIQD,,,20140101
179248,"Calazime Skin Protectant",90972000004400,3300001,EX,PSTE,,,20140101
179249,"Poly Vitamin",78412000000500,2117901,OR,CHEW,,,20140702
179250,"Phenagil",43993002300312,412901,OR,TABS,"3.5-10","MG",20140101
179251,"GoodSense Stimulant Laxative",46991002770320,3294701,OR,TABS,"8.6-50","MG",20140101
179252,"Quik-Sorb Underpad",97152000006300,0,XX,MISC,,,20140101
179253,"HRT Base",98600018003700,0,XX,CREA,,,20140702
179254,"Microsome Base",98600012003700,0,EX,CREA,,,20140101
179255,"Phenyleph-Chlorphen-Chlophed",43995803770320,3300301,OR,TABS,"10-3.5-24","MG",20140101
179257,"Phenagil CH",43995803770320,3300301,OR,TABS,"10-3.5-24","MG",20140101
179258,"KP Aspirin",64100010000601,1977601,OR,TBEC,"81","MG",20140101
179259,"KP DiphenhydrAMINE HCl",41200030100110,2247201,OR,CAPS,"50","MG",20140101
179260,"KP Bisacodyl",46200010000610,2105701,OR,TBEC,"5","MG",20140101
179265,"Fluticasone Furoate-Vilanterol",44209902758020,3300701,IN,AEPB,"100-25","MCG/INH",20140101
179266,"ReliOn Glucose Shot",80509902250900,3282201,OR,LIQD,,,20140101
179267,"EQ Feminine Wash Sensitive",55400085000900,0,VA,LIQD,,,20140101
179268,"EQ Personal Lubricant Jelly",90977000004000,2928601,EX,GEL ,,,20140101
179269,"EQ Antacid Antigas Multi-Sympt",48991003300550,978301,OR,CHEW,"675-135-60","MG",20140101
179270,"EQ Antacid Extra Strength",48990002300550,413101,OR,CHEW,"675-135","MG",20140101
179271,"Monoject Syringe Regular Tip",97051010006320,0,XX,MISC,"20 ML",,20140101
179272,"Curity AMD Antimicrobial Spnge",97303000004340,0,XX,PADS,"4\"X4\"",,20140101
179273,"Kendall SCD Express Foot Cuff",97750010006300,0,XX,MISC,,,20140101
179274,"Devon Sponge Counting Bag",97700000000000,0,XX,MISC,,,20140101
179275,"Dover Premium Drainage Bag",97152000006300,0,XX,MISC,,,20140101
179276,"TL-Care DHA",78512094000127,2901801,OR,CAPS,"27-1-500","MG",20140101
179277,"Calcium + D3",79109902640350,1949601,OR,TABS,"600-200","MG-UNIT",20140101
179278,"EQ Cold/Cough DM Childrens",43995803081020,2418801,OR,ELIX,"2.5-1-5","MG/5ML",20140101
179280,"EQ Mucus Relief Congest/Cough",43997303100960,3131901,OR,LIQD,"2.5-5-100","MG/5ML",20140101
179282,"EQ Tussin CF Multi-Symptom",43997303100970,3037601,OR,LIQD,"5-10-200","MG/5ML",20140101
179283,"EQ Cold Multi-Symptom Daytime",43996903400320,2351901,OR,TABS,"10-5-325","MG",20140101
179285,"EQ Sore Throat Spray",88150070000935,2077201,MT,LIQD,"1.4","%",20140101
179286,"EQ Tussin DM Max",43997002520912,2595201,OR,LIQD,"10-200","MG/5ML",20140101
179287,"EQ Allergy Relief Childrens",41200030107210,45201,OR,TBDP,"12.5","MG",20140101
179288,"EQ DayTime Sinus",43991002100120,2189101,OR,CAPS,"5-325","MG",20140101
179289,"EQ Allergy Relief (Cetirizine)",41550020100320,2653601,OR,TABS,"10","MG",20140101
179290,"EQ Allergy Relief",41200030100305,3758001,OR,TABS,"25","MG",20170104
179291,"EQ Allergy Relief (Cetirizine)",41550020102010,2516101,OR,SOLN,"1","MG/ML",20140402
179292,"Enskyce",25990002100320,2401501,OR,TABS,"0.15-30","MG-MCG",20140101
179293,"Diabet-X Daily Prevention",92100070003707,2413601,EX,CREA,"0.3","%",20140101
179294,"Tena Serenity Stylish",97152020006300,0,XX,PADS,,,20140101
179299,"KP Terbinafine Hydrochloride",90150087103710,2408901,EX,CREA,"1","%",20140101
179300,"First Aid Antiseptic",90859902850918,2629501,EX,LIQD,"2.5-0.13","%",20140101
179302,"NiMODipine",34000022002050,3301301,OR,SOLN,"60","MG/20ML",20140101
179303,"CareOne Unifine Pentips",97051050146366,0,XX,MISC,"32G X 4 MM",,20140101
179306,"KP Hydrocortisone",90550075003720,2544101,EX,CREA,"1","%",20140101
179307,"HealthWise Unifine Pentips",97051050146366,0,XX,MISC,"32G X 4 MM",,20140101
179308,"KP Hydrocortisone Max St",90550075004210,2039401,EX,OINT,"1","%",20140101
179309,"PillGuard Dispenser",97700000000000,0,XX,MISC,,,20140101
179310,"PillGuard Refill Cartridge",97700000000000,0,XX,MISC,,,20140101
179313,"Cepacol Sore Throat & Cough",88209902204725,2219801,MT,LOZG,"5-7.5","MG",20150107
179316,"Mucinex Cold Childrens",43997303100960,662601,OR,LIQD,"2.5-5-100","MG/5ML",20140101
179317,"Mucinex Sinus-Max Press & Pain",43996703500310,3301701,OR,TABS,"5-325-200","MG",20140101
179319,"Mucinex Sinus-Max Congestion",43996703500310,3210501,OR,TABS,"5-325-200","MG",20140101
179320,"Mucinex Sinus-Max Full Force",42102040102010,2664901,NA,SOLN,"0.05","%",20140101
179321,"EQ Suphedrine PE",43991002100317,2189101,OR,TABS,"5-325","MG",20140101
179322,"Mucinex Sinus-Max Moist Smart",42102040102010,2552001,NA,SOLN,"0.05","%",20140101
179323,"EQ Sinus Congestion & Pain",43996703500310,3694101,OR,TABS,"5-325-200","MG",20160706
179324,"EQ Flu & Severe Cold & Cough",43994003903045,2659301,OR,PACK,"25-10-650","MG",20140101
179325,"EQ Severe Allergy & Sinus",43994003900340,2276001,OR,TABS,"25-5-325","MG",20140101
179326,"CVS Saline Wound Wash",90970080002020,123101,EX,SOLN,"0.9","%",20140101
179327,"Zinc Chelated",79800005000350,274524,OR,TABS,"50","MG",20140101
179333,"EQ Allergy & Sinus Headache",43994003900320,3301901,OR,TABS,"12.5-5-325","MG",20140101
179335,"EQ DayTime/NiteTime Sinus",43994003846320,560901,OR,MISC,,,20140101
179349,"EQ Anti-Itch Extra Strength",90209902083735,2397101,EX,CREA,"2-0.1","%",20140101
179350,"EQ Complete Lice Treatment",90909904506420,2039801,CO,KIT ,"0.33-4-0.5","%",20140101
179352,"Calcium 600/Vitamin D3",79109902640357,460101,OR,TABS,"600-800","MG-UNIT",20160406
179353,"Filter 0.2 Micron/25mm",97700000000000,0,XX,MISC,,,20140101
179354,"Filter 0.22 Micron/73mm/1000ml",97700000000000,0,XX,MISC,,,20140101
179355,"EQ Allergy Relief Childrens",41550020102010,2516101,OR,SOLN,"5","MG/5ML",20140402
179356,"Syringe Filter 0.2 Micron/32mm",97050000006300,0,XX,MISC,,,20140101
179358,"EQ Tussin CF Cough & Cold",43997303100908,662601,OR,LIQD,"5-10-100","MG/5ML",20140101
179359,"Syringe Filter 0.45 Micron",97050000006300,0,XX,MISC,,,20140101
179360,"Syringe Filter/0.2 Micron/25mm",97050000006300,0,XX,MISC,,,20140101
179361,"Syringe Filter/Millex/25mm",97050000006300,0,XX,MISC,,,20140101
179364,"Unguator Applicator 2.5\"-Long",97700000000000,0,XX,MISC,,,20140101
179365,"Unguator Applicator 1\"-Short",97700000000000,0,XX,MISC,,,20140101
179366,"Syringe Filter 0.2 Micron/25mm",97050000006300,0,XX,MISC,,,20140101
179367,"Unguator Jar 20/33 Blue",97700000000000,0,XX,MISC,,,20161005
179368,"Unguator Jar 30/42 Blue",97700000000000,0,XX,MISC,,,20161005
179369,"Unguator Jar 50/70 Blue",97700000000000,0,XX,MISC,,,20161005
179370,"Unguator Jar 100/140 Blue Lid",97700000000000,0,XX,MISC,,,20140101
179371,"Unguator Jar 15/28 Blue Lid",97700000000000,0,XX,MISC,,,20140101
179372,"Unguator Jar 200/280 Blue Lid",97700000000000,0,XX,MISC,,,20140101
179374,"Unguator Jar 30/42 Blue Lid",97700000000000,0,XX,MISC,,,20140101
179377,"EQ Nicotine Polacrilex",62100010002810,1013101,MT,GUM ,"2","MG",20140101
179378,"EQ Nicotine Polacrilex",62100010002820,2079901,MT,GUM ,"4","MG",20140101
179379,"Phos-Flur Ortho Defense",88402020002008,2265101,MT,SOLN,"0.044","%",20140101
179380,"Manual Breast Pump",97700000000000,0,XX,MISC,,,20140101
179381,"Affinity Pro Breast Pump",97700000000000,0,XX,MISC,,,20140101
179382,"HPA Lanolin",98600020204200,71904,EX,OINT,,,20140101
179384,"Similac Total Comfort",81100000002900,3766801,OR,POWD,,,20170104
179388,"CVS Flexible Fabric Bandage",97301000000000,0,XX,MISC,,,20140101
179391,"EQ Nicotine Polacrilex",62100010004710,281202,MT,LOZG,"2","MG",20140101
179392,"EQ Nicotine Polacrilex",62100010004720,1863001,MT,LOZG,"4","MG",20140101
179394,"Earwax Treatment Drops",87400030002010,3325801,OT,SOLN,"6.5","%",20170405
179396,"Monoject Hypodermic Needle Tip",97050000006300,0,XX,MISC,,,20140101
179397,"Unguator Jar 50/70 Blue Lid",97700000000000,0,XX,MISC,,,20140101
179398,"Oysco 500",79100070000320,2045301,OR,TABS,"500","MG",20140101
179403,"EQ Omeprazole Magnesium",49270060106520,466103,OR,CPDR,"20","MG",20140101
179404,"EQ Itchy Eye Drops",86802040102010,1423901,OP,SOLN,"0.025","%",20140101
179405,"EQ Jock Itch",90154020003705,2917401,EX,CREA,"1","%",20140101
179406,"EQ Athletes Foot Spray",90154050103310,1408901,EX,AERP,"2","%",20140101
179409,"Calcium-Magnesium-Zinc-D3",79850050000300,500401,OR,TABS,,,20140702
179410,"EQ Slow-Release Iron",82300010100405,2263701,OR,TBCR,"45","MG",20140101
179411,"Carbopol 940",96464254062900,345903,XX,POWD,,,20140101
179412,"PNV Prenatal Plus Multivitamin",78512015000324,3303501,OR,TABS,"27-1","MG",20140702
179414,"Artificial Tears",86209902904220,632001,OP,OINT,"83-15","%",20140101
179417,"Dover Universal Cath Prep Tray",97152000006300,0,XX,MISC,,,20140101
179418,"5-MTHF",81250055000120,57605,OR,CAPS,"1","MG",20150401
179420,"PNV-First",78516032000130,3304301,OR,CAPS,"29-1-200","MG",20140101
179421,"PNV-OB/DHA",78516020006330,3304401,OR,MISC,"65-1 & 250","MG",20140101
179422,"Choice-OB+DHA",78516032006325,3304501,OR,MISC,"29-1 & 250","MG",20140101
179423,"Jencycla",25100010000305,3304601,OR,TABS,"0.35","MG",20140101
179424,"Arbem H-Cosmetic",98600012003700,0,EX,CREA,,,20140101
179430,"Serum Bottle Stopper 20mm",97700000000000,0,XX,MISC,,,20140101
179432,"Nitrile Gloves/Size 6",97702000000000,0,XX,MISC,,,20140101
179433,"Nitrile Gloves/Size 7",97702000000000,0,XX,MISC,,,20140101
179434,"Nitrile Gloves/Size 7.5",97702000000000,0,XX,MISC,,,20140101
179435,"Nitrile Gloves/Size 8",97702000000000,0,XX,MISC,,,20140101
179437,"Nitrile Gloves/Size 9",97702000000000,0,XX,MISC,,,20140101
179438,"Nitrile Gloves/Size 10",97702000000000,0,XX,MISC,,,20140101
179440,"Procysbi",56400030106520,643401,OR,CPDR,"25","MG",20140101
179441,"Procysbi",56400030106530,643401,OR,CPDR,"75","MG",20140101
179445,"Super B Complex/C",78120000000100,3305301,OR,CAPS,,,20140101
179446,"Prothrombin Complex Conc Human",85100060106420,3676901,IV,KIT ,"500","UNIT",20160706
179447,"Addamel N",79909909202020,3305201,IV,SOLN,,,20140101
179448,"Peditrace",79909906202020,1826901,IV,SOLN,,,20140101
179449,"Kcentra",85100060106420,3676901,IV,KIT ,"500","UNIT",20160706
179450,"Sodium Glycerophosphate",79600018002010,478702,IV,SOLN,"1","MMOLE/ML",20140101
179452,"Glycophos",79600018002010,478702,IV,SOLN,"1","MMOLE/ML",20140101
179453,"Nitrile Gloves/Size 6.5",97702000000000,0,XX,MISC,,,20140101
179454,"EQ Allergy Relief",41200030100105,3780801,OR,CAPS,"25","MG",20170405
179455,"Accu-Chek Combo",97201030006400,0,XX,KIT ,,,20140101
179456,"EQ Athletes Foot",90150085003305,136301,EX,AERP,"1","%",20140101
179457,"EQ Loperamide HCl",47100020100902,2142101,OR,SUSP,"1","MG/7.5ML",20140101
179458,"EQ Hemorrhoidal Max St",89992004743720,3065901,RE,CREA,"1-0.25-14.4-15","%",20140101
179460,"EQ Acid Reducer",49200030000310,373901,OR,TABS,"10","MG",20140101
179461,"EQ Nighttime Sleep Aid Max St",60300020100110,1897901,OR,CAPS,"50","MG",20140101
179462,"EQ Hydrocortisone Plus",90550075003720,2426401,EX,CREA,"1","%",20140101
179463,"EQ Anti-Itch Max Strength",90550075003720,2734901,EX,CREA,"1","%",20140101
179464,"EQ Athletes Foot",90154020003705,2917401,EX,CREA,"1","%",20140101
179465,"EQ Antifungal",90154020003705,2917401,EX,CREA,"1","%",20140101
179466,"EQ Multi-Symp Cold/Fever Child",43998304100915,3131701,OR,LIQD,"5-10-200-325","MG/10ML",20140101
179468,"Teo-Tus",43997303100970,2057101,OR,LIQD,"5-10-200","MG/5ML",20140101
179469,"Reguloid",46300030102929,2014601,OR,POWD,"28.3","%",20140101
179471,"CVS Sinus Wash Neti Pot",42509902806440,455402,NA,KIT ,"2300-700","MG",20140101
179472,"CVS Epsom Salt",46100030102700,75803,XX,GRAN,,,20140101
179473,"CVS Cleansing Wash/Sensitive",55400085000900,0,VA,LIQD,,,20140101
179475,"PE-GG-APAP & PE-DPH-APAP",43996804076320,3692601,OR,MISC,,,20160706
179476,"Mucus Relief D",43996202100320,440901,OR,TABS,"10-400","MG",20140101
179481,"Immune Globulin (Human)",19100020102090,58816,IV,SOLN,"40","GM/400ML",20140101
179485,"Freedom ODT Base",98350053052900,3306001,XX,POWD,,,20140101
179486,"CVS Glycerin Adult",46600010005250,60601,RE,SUPP,"2.1","GM",20140101
179489,"Privigen",19100020102090,58816,IV,SOLN,"40","GM/400ML",20140101
179490,"Foley Catheter 2-Way",97150500006300,0,XX,MISC,,,20140101
179491,"Mucinex Sinus-Max Day/Night",43996804076320,3305801,OR,MISC,,,20160706
179498,"AeroChamber Plus Flo-Vu",97100550006200,0,XX,MISC,,,20140101
179499,"AeroChamber Plus Flo-Vu Large",97100550006200,0,XX,MISC,,,20140101
179500,"AeroChamber Plus Flo-Vu Small",97100550006200,0,XX,MISC,,,20140101
179501,"AeroChamber Plus Flo-Vu w/Mask",97100550006200,0,XX,MISC,,,20140101
179502,"QC Sore Throat Spray",88150070000935,2085201,MT,LIQD,"1.4","%",20140101
179503,"Huggies Simply Clean Wipes",97550000006300,0,XX,MISC,,,20140101
179504,"Entre-Cough Tannate",43997303901820,3210301,OR,SUSP,"30-15-175","MG/5ML",20140101
179505,"Dometuss-DA/Children",43993002300902,2239101,OR,LIQD,"1-2.5","MG/5ML",20140101
179507,"BD Eclipse Needle",97051020256310,0,XX,MISC,"25G X 5/8\"",,20170104
179508,"BD Eclipse Needle",97051020226330,0,XX,MISC,"22G X 1-1/2\"",,20140101
179509,"Curad Paper Tape/Gentle",97304000004600,0,XX,TAPE,,,20140101
179511,"Curad Hold Tite Bandage",97303000006300,0,XX,MISC,,,20140101
179514,"GetGo Rolling Walker",97700000000000,0,XX,MISC,,,20140101
179517,"Prenatal 19",78512070000330,2779401,OR,TABS,"29-1","MG",20140101
179520,"Prenatal 19",78512015000530,2779301,OR,CHEW,"29-1","MG",20140101
179521,"Trigger Release Junior Walker",97700000000000,0,XX,MISC,,,20140101
179522,"Rotavirus Vac Live Pentavalent",17100075102020,1184602,OR,SOLN,,,20140101
179525,"White Bees Wax",98351080109600,810601,XX,WAX ,,,20140101
179529,"AgaMatrix AMP Test",94100030006100,0,VI,STRP,,,20140101
179530,"AgaMatrix AMP",97202010006200,0,XX,DEVI,,,20140101
179531,"Polar Packs",97375010006300,0,XX,MISC,,,20140101
179533,"Filter 0.20 Micron/1000ml",97700000000000,0,XX,MISC,,,20140101
179534,"Serum Bottle",97700000000000,0,XX,MISC,,,20140101
179535,"SafeSkin Gloves/Size 6.5",97702000000000,0,XX,MISC,,,20140101
179537,"Antivenin Micrurus Fulvius",19200040002100,3751501,IV,SOLR,,,20170104
179538,"MYRJ 53",98370060402900,346201,XX,POWD,,,20140101
179542,"Hydrasyn25",90650000003700,0,EX,CREA,,,20140101
179546,"Copper",25050010005320,34401,IU,IUD ,,,20140101
179547,"Bupivacaine HCl (PF)",69100010102018,18701,IJ,SOLN,"0.75","%",20140101
179550,"Milrinone Lactate in Dextrose",31100030112060,601401,IV,SOLN,"40-5","MG/200ML-%",20170405
179551,"Milrinone Lactate",31100030102030,471802,IV,SOLN,"10","MG/10ML",20140101
179552,"Milrinone Lactate",31100030102040,471802,IV,SOLN,"20","MG/20ML",20140101
179553,"Milrinone Lactate",31100030102050,471802,IV,SOLN,"50","MG/50ML",20140101
179554,"Freedom Derma-N",98600012003700,0,EX,CREA,,,20140101
179555,"Freedom Derma-D",98600012003700,0,EX,CREA,,,20140101
179562,"Salt Stable LS Advanced",98600012003700,0,EX,CREA,,,20140101
179563,"L-Arginine HCl",96427621272900,9202,XX,POWD,,,20140101
179564,"Etoposide",21500010002030,279001,IV,SOLN,"500","MG/25ML",20140101
